seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	24968541	24968571	31	*	X01666	10250	24969594	24999772	30179	+	1022	upstream	1022	SRRM1
chr1	25071485	25071538	54	*	X01683	25932	25071760	25170815	99056	+	221	upstream	221	CLIC4
chr1	25293061	25293165	105	*	X01692	864	25226002	25291612	65611	-	1448	upstream	1448	RUNX3
chr1	25293327	25293461	135	*	X01693	864	25226002	25291612	65611	-	1714	upstream	1714	RUNX3
chr1	25758162	25758202	41	*	X01703	6006	25688740	25756683	67944	-	1478	upstream	1478	RHCE
chr1	26126511	26126543	33	*	X01724	57190	26126667	26144713	18047	+	123	upstream	123	SELENON
chr1	26144343	26144462	120	*	X01726	56181	26146397	26159433	13037	+	1934	upstream	1934	MTFR1L
chr1	26144343	26144462	120	*	X01727	56181	26146397	26159433	13037	+	1934	upstream	1934	MTFR1L
chr1	26144984	26145088	105	*	X01728	56181	26146397	26159433	13037	+	1308	upstream	1308	MTFR1L
chr1	26144984	26145088	105	*	X01729	56181	26146397	26159433	13037	+	1308	upstream	1308	MTFR1L
chr1	26187709	26187873	165	*	X01733	79000	26160497	26185848	25352	-	1860	upstream	1860	AUNIP
chr1	26187709	26187873	165	*	X01734	79000	26160497	26185848	25352	-	1860	upstream	1860	AUNIP
chr1	26197969	26198058	90	*	X01738	164091	26187975	26197744	9770	-	224	upstream	224	PAQR7
chr1	26197969	26198058	90	*	X01739	164091	26187975	26197744	9770	-	224	upstream	224	PAQR7
chr1	26233226	26233345	120	*	X01746	100500808	26232853	26232945	93	-	280	upstream	280	MIR3917
chr1	26233226	26233345	120	*	X01746	3925	26210677	26233368	22692	-	0	inside	22	STMN1
chr1	26325600	26325692	93	*	X01747	5051	26286258	26324648	38391	-	951	upstream	951	PAFAH2
chr1	26485437	26485556	120	*	X01757	79927	26485511	26489119	3609	+	0	overlapStart	0	FAM110D
chr1	26735624	26735743	120	*	X01792	79727	26737269	26756219	18951	+	1525	upstream	1525	LIN28A
chr1	26736654	26736803	150	*	X01793	79727	26737269	26756219	18951	+	465	upstream	465	LIN28A
chr1	26736849	26736938	90	*	X01794	79727	26737269	26756219	18951	+	330	upstream	330	LIN28A
chr1	26737136	26737149	14	*	X01795	79727	26737269	26756219	18951	+	119	upstream	119	LIN28A
chr1	26798217	26798336	120	*	X01797	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798217	26798336	120	*	X01798	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798677	26798871	195	*	X01799	3151	26798902	26803133	4232	+	30	upstream	30	HMGN2
chr1	26855938	26856061	124	*	X01802	6195	26856249	26901520	45272	+	187	upstream	187	RPS6KA1
chr1	26855938	26855961	24	*	X01803	6195	26856249	26901520	45272	+	287	upstream	287	RPS6KA1
chr1	27153007	27153078	72	*	X01815	84243	27153201	27182211	29011	+	122	upstream	122	ZDHHC18
chr1	27153007	27153050	44	*	X01816	84243	27153201	27182211	29011	+	150	upstream	150	ZDHHC18
chr1	27217301	27217405	105	*	X01827	54707	27205873	27216869	10997	-	431	upstream	431	GPN2
chr1	27217301	27217405	105	*	X01828	54707	27205873	27216869	10997	-	431	upstream	431	GPN2
chr1	27240637	27240688	52	*	X01829	8431	27237975	27240567	2593	-	69	upstream	69	NR0B2
chr1	27319007	27319156	150	*	X01842	388610	27320195	27327377	7183	+	1038	upstream	1038	TRNP1
chr1	27481247	27481423	177	*	X01867	6548	27425300	27481621	56322	-	0	inside	197	SLC9A1
chr1	27560695	27560830	136	*	X01870	23038	27561007	27635124	74118	+	176	upstream	176	WDTC1
chr1	27560695	27560751	57	*	X01871	23038	27561007	27635124	74118	+	255	upstream	255	WDTC1
chr1	27709718	27709743	26	*	X01896	388611	27705596	27709805	4210	-	0	inside	61	CD164L2
chr1	27709943	27710107	165	*	X01897	388611	27705596	27709805	4210	-	137	upstream	137	CD164L2
chr1	27710475	27710500	26	*	X01898	388611	27705596	27709805	4210	-	669	upstream	669	CD164L2
chr1	27718485	27718694	210	*	X01900	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27718485	27718694	210	*	X01901	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27818426	27818545	120	*	X01904	10163	27730734	27816678	85945	-	1747	upstream	1747	WASF2
chr1	27930927	27931256	330	*	X01975	27245	27860756	27930361	69606	-	565	upstream	565	AHDC1
chr1	28285950	28286069	120	*	X01994	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28585343	28585462	120	*	X02008	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	28585343	28585462	120	*	X02009	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	29062988	29063107	120	*	X02021	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29211759	29211878	120	*	X02022	2035	29213603	29446558	232956	+	1724	upstream	1724	EPB41
chr1	29212959	29213063	105	*	X02023	2035	29213603	29446558	232956	+	539	upstream	539	EPB41
chr1	29213297	29213446	150	*	X02024	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29451276	29451325	50	*	X02033	399474	29445937	29450421	4485	-	854	upstream	854	TMEM200B
chr1	29451632	29451901	270	*	X02034	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29451632	29451748	117	*	X02035	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29562863	29562905	43	*	X02037	10076	29563028	29653325	90298	+	122	upstream	122	PTPRU
chr1	31190743	31190806	64	*	X02099	100129196	31191619	31199593	7975	+	812	upstream	812	MATN1-AS1
chr1	31190743	31191207	465	*	X02100	100129196	31191619	31199593	7975	+	411	upstream	411	MATN1-AS1
chr1	31381740	31381777	38	*	X02119	9672	31342313	31381480	39168	-	259	upstream	259	SDC3
chr1	31712817	31712921	105	*	X02126	79570	31652592	31712734	60143	-	82	upstream	82	NKAIN1
chr1	31846528	31846593	66	*	X02127	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32040883	32040987	105	*	X02144	64129	32042086	32053287	11202	+	1098	upstream	1098	TINAGL1
chr1	32040883	32040987	105	*	X02145	64129	32042086	32053287	11202	+	1098	upstream	1098	TINAGL1
chr1	32042277	32042387	111	*	X02146	64129	32042086	32053287	11202	+	0	inside	190	TINAGL1
chr1	32171034	32171198	165	*	X02171	1307	32117848	32169768	51921	-	1265	upstream	1265	COL16A1
